pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
GJ 4276 b,4.22,16.57,0.082,0.37,0.04413097255681093,0.41,1,1,1.21,3387.0,0.41,4898.461635027058,0.20915135359044837
GJ 433 b,2.33,6.043,0.062,0.04,0.07662038516426291,0.48,1,3,2.63,3461.0,0.5,6356.97156598342,0.3516116927759586
GJ 433 c,6.27,32.422,4.819,0.12,0.07662038516426291,0.48,1,3,0.723,3472.0,0.47,701.3094556948756,0.24762340894544702
GJ 433 d,2.14,5.223,0.178,0.07,0.07662038516426291,0.48,1,3,2.93,3461.0,0.47,3637.4751854122974,0.3592481854116598
GJ 436 b,4.17,22.1,0.0291,0.13827,0.07117746275774374,0.47,1,1,1.8,3586.11,0.46,9221.796630977604,0.25270588784108966
GJ 463 b,13.0,1144.18227,3.53,0.09,0.08235429999999999,0.49,1,1,2.86,3540.0,0.49,853.0479851246481,0.2853831352507459
GJ 480 b,3.69,13.2,0.068,0.1,0.06112850833490051,0.45,1,1,1.44,3381.0,0.46,5687.601268758826,0.26752088975128163
GJ 486 b,1.289,2.77,0.01714,0.00086,0.016586926813306917,0.31,1,1,6.66,3317.0,0.32,9269.889645335283,0.4917587914031059
GJ 514 b,2.13,5.2,0.422,0.45,0.09473176224746377,0.51,1,1,2.96,3728.0,0.5,2624.6064546125185,0.5423675493290255
GJ 536 b,2.17,5.36,0.06661,0.08,0.10139387074808813,0.52,1,1,2.88,3685.0,0.5,6529.986594490932,0.35036943172662194
GJ 581 b,4.11,15.8,0.04061,0.0,0.016586926813306917,0.31,1,3,1.25,3396.0,0.33,6261.34550279767,0.2881504400164805
GJ 581 c,2.21,5.5,0.0721,0.0,0.016586926813306917,0.31,1,3,2.8,3396.0,0.33,4699.119953602197,0.35976514333505405
GJ 581 e,1.17,1.7,0.02815,0.0,0.016586926813306917,0.31,1,3,5.83,3396.0,0.33,7520.469669950294,0.5408792130241206
GJ 625 b,1.49,2.82,0.078361,0.13,0.014788509052639483,0.3,1,1,4.68,3499.0,0.31,4501.262255009893,0.4343072793833583
GJ 649 b,10.8,81.99973,1.112,0.083,0.09473176224746377,0.51,1,1,0.358,3734.0,0.5,1619.445862690332,0.24853844108875886
GJ 674 b,3.33,11.09,0.039,0.2,0.025365192070039597,0.35,1,1,1.65,3600.0,0.36,7074.259062223663,0.23874583910076502
GJ 676 A b,12.8,1840.86213,1.735,0.319,0.1984686534233303,0.63,2,4,4.82,3734.0,0.69,1523.0306088716966,0.2830096338238006
GJ 676 A c,12.3,4288.14087,9.726,0.295,0.1984686534233303,0.63,2,4,12.7,4006.03,0.65,669.8279341244903,0.19081463537215557
GJ 676 A d,1.78,3.81394,0.039,0.192,0.1984686534233303,0.63,2,4,3.72,4006.03,0.65,10577.866564174135,0.37186648605267136
GJ 676 A e,2.47,6.6744,0.181,0.152,0.1984686534233303,0.63,2,4,2.43,4006.03,0.65,4910.108628682932,0.29696078360001454
GJ 680 b,12.0,7977.49302,10.138,0.381,0.06601648712374812,0.46,2,1,25.4,3563.0,0.46,490.8831297763115,0.1580552390443984
GJ 682 b,1.93,4.4,0.08,0.08,0.010227586813613465,0.27,1,2,3.36,3028.0,0.3,3792.5473954005856,0.36118360963682805
GJ 682 c,2.89,8.7,0.176,0.1,0.010227586813613465,0.27,1,2,1.98,3028.0,0.3,2556.934932364402,0.27993828483750405
GJ 685 b,2.95,9.0,0.1344,0.0,0.12338700232905413,0.55,1,1,1.93,3816.0,0.54,4947.264428226176,0.33878757857543396
GJ 687 b,4.32,17.2,0.163,0.17,0.04047715405015526,0.4,1,2,1.17,3413.0,0.42,3543.4527287038186,0.24269522963409842
GJ 687 c,4.14,16.0,1.165,0.4,0.04047715405015526,0.4,1,2,1.24,3413.0,0.42,1325.432095780278,0.21294103651757096
GJ 720 A b,3.77,13.64,0.119,0.12,0.13981764885710957,0.57,2,1,1.4,3837.0,0.56,5383.588344150213,0.24908094688921392
GJ 724 b,3.27,10.75,0.04685,0.577,0.10838409199864159,0.53,1,1,1.69,3799.0,0.52,8186.07425813075,0.23127558210751004
GJ 740 b,1.53,2.96,0.029,0.24,0.14859287222313186,0.58,1,1,4.54,3913.0,0.56,11121.525824412473,0.4326236436007505
GJ 832 b,13.8,314.65012,3.7,0.05,0.06112850833490051,0.45,1,1,0.658,3472.0,0.44,774.3988598464637,0.2545987111879304
GJ 849 b,13.9,283.82077,2.32,0.029,0.06112850833490051,0.45,1,2,0.581,3467.0,0.45,987.5875770590658,0.2685449713266189
GJ 849 c,13.8,314.65012,4.95,0.092,0.06112850833490051,0.45,1,2,0.658,3467.0,0.45,676.1094579780417,0.24584699819086117
GJ 86 b,12.9,1404.8086,0.11,0.04,0.7756937995160011,0.93,2,1,3.6,5182.0,0.77,8867.596857901799,0.3155372161188494
GJ 876 b,13.3,723.2235,0.208317,0.0324,0.018536380004736633,0.32,1,4,1.69,3293.74,0.3,2556.5076536046527,0.43977427336480013
GJ 876 c,14.0,226.9846,0.12959,0.25591,0.018536380004736633,0.32,1,4,0.455,3293.74,0.3,3241.3334315580896,0.20104135099456524
GJ 876 d,2.51,6.83,0.020807,0.207,0.018536380004736633,0.32,1,4,2.37,3293.74,0.3,8089.184107744864,0.2679226610295342
GJ 876 e,3.92,14.6,0.3343,0.055,0.018536380004736633,0.32,1,4,1.33,3271.0,0.3,2004.1604861125827,0.26886366101755793
GJ 887 b,1.88,4.2,0.068,0.0,0.08235429999999999,0.49,1,2,3.47,3688.0,0.47,6271.116909040074,0.4265897412412638
GJ 896 A b,13.3,718.2922,0.63965,0.35,0.05650467322832688,0.44,2,1,1.68,3345.0,0.39,1689.3387175936907,0.18109697166679845
GJ 9066 c,9.6,66.74397,0.88,0.46,0.001307131879345003,0.15,1,1,0.415,3154.0,0.16,869.8409641743531,0.1526075691877332
GJ 9404 b,3.48,11.9,0.0943,0.49,0.1876596548597487,0.62,1,1,1.55,3811.0,0.63,6371.077518759107,0.2387266931463537
GJ 96 b,4.67,19.66,0.291,0.44,0.1673128805561604,0.6,1,1,1.06,3785.0,0.58,3456.1525092747797,0.22245771362019784
GJ 9689 b,3.07,9.65,0.1139,0.29,0.15775460325515067,0.59,1,1,1.83,3836.0,0.57,5550.26445373219,0.2620709294347784
GJ 9714 b,12.5,2988.54051,12.319,0.155,0.24618512557266742,0.67,1,1,8.41,4263.0,0.66,638.2033580166226,0.2788162293359081
GJ 9827 b,1.44,4.28,0.0189,0.063,0.1772778281686968,0.61,1,3,7.858,4236.0,0.6,15436.9034086788,0.43852555625481693
GJ 9827 c,1.13,1.86,0.0395,0.094,0.1772778281686968,0.61,1,3,7.142,4236.0,0.6,10678.064527894028,0.5166130200344021
GJ 9827 d,1.98,3.02,0.053,0.13,0.1772778281686968,0.61,1,3,2.69,4236.0,0.6,9218.349166092405,0.37730880582647375
GPX-1 b,16.477,6261.21962,0.0338,0.0,0.727,1.68,1,1,8.222423,7000.0,1.56,30758.241409731167,0.2619750610678857
Gl 378 b,3.66,13.02,0.039435,0.109,0.13141898072713853,0.56,1,1,1.46,3879.0,0.56,9454.365387727341,0.27724200358880136
Gl 49 b,2.24,5.63,0.0905,0.363,0.10139387074808813,0.52,2,1,2.75,3805.0,0.51,5842.1805123497425,0.2672608251309548
Gl 686 b,2.46,6.624,0.091,0.05,0.05213622647516791,0.43,1,1,2.45,3656.0,0.43,5140.1906921173595,0.32617239126924563
Gl 725 A b,1.48,2.78,0.068,0.0,0.020644234782863716,0.33,2,1,4.71,3433.0,0.35,5037.474739981894,0.46197638976331773
Gliese 12 b,0.958,3.87,0.0668,0.5,0.00677234924084693,0.24,1,1,17.7,3296.0,0.26,4205.76650508568,0.3178352255169666
HAT-P-1 b,14.785,166.86075,0.05561,0.0,0.225,1.15,2,1,0.282,5980.0,1.17,17740.962565031048,0.24763351208716192
HAT-P-11 b,4.36,25.0,0.05258,0.251,0.47829690000000014,0.81,1,2,1.172,4653.0,0.68,10822.727661236813,0.2515927717203331
HAT-P-11 c,13.2,851.78013,4.1,0.652,0.47829690000000014,0.81,1,2,2.04,4653.0,0.68,1225.6178930725773,0.23381084035661598
HAT-P-12 b,10.749,67.059,0.0384,0.0,0.332376270499219,0.73,1,1,0.3192,4650.0,0.7,12840.912093515795,0.29915049704996843
HAT-P-13 b,14.258,270.462,0.04383,0.0133,0.346,1.32,1,2,0.362,5653.0,1.76,23169.096382638112,0.25092509095042337
HAT-P-13 c,12.3,4538.421,1.258,0.6616,0.346,1.32,1,2,13.4,5653.0,1.76,4324.685309011335,0.15644412514910888
HAT-P-14 b,15.917,1093.3352,0.0596,0.11,0.644,2.65,2,1,1.56,6600.0,1.82,23589.35204698609,0.1656166182091993
HAT-P-15 b,11.882,616.5902,0.0965,0.19,0.0,1.0,1,1,1.96,5568.0,1.07,11991.871632594937,0.2508891648206379
HAT-P-16 b,14.448,1332.605,0.0413,0.036,0.294,1.22,3,1,2.42,6158.0,1.24,21824.03319198641,0.2433861664841177
HAT-P-17 b,11.769,184.3414,0.0882,0.35,0.5898540685771015,0.86,1,2,0.64,5332.0,0.84,10642.778004290874,0.22573543694358078
HAT-P-17 c,13.1,1080.6,5.6,0.39,0.5898540685771015,0.86,1,2,2.64,5332.0,0.84,1335.6580391199418,0.2571550981809383
HAT-P-18 b,11.153,62.61,0.0559,0.084,0.4006060816669288,0.77,1,1,0.25,4803.0,0.75,11378.809496968948,0.2668775842052228
HAT-P-19 b,11.299,88.03847,0.04599,0.07,0.47829690000000014,0.81,1,1,0.335,4962.0,0.77,13131.971451241046,0.2709895860122105
HAT-P-2 b,10.66,2866.81223,0.06814,0.5172,0.53,1.33,1,2,7.29,6380.0,1.39,18637.451504302997,0.23112875820402556
HAT-P-20 b,9.718,2302.899,0.0361,0.015,0.3826904045279422,0.76,1,1,13.78,4595.0,0.69,12993.19547814927,0.28414035181578984
HAT-P-21 b,12.442,1547.8321,0.0494,0.23,0.025,1.24,1,1,4.6,5588.0,1.21,17887.3135675359,0.2781947725600701
HAT-P-22 b,12.89,785.0401,0.0414,0.02,1.5338205502757383,1.13,2,1,2.14,5302.0,1.11,17756.63037347872,0.26468518690778564
HAT-P-23 b,15.334,664.237,0.0232,0.106,0.199,1.13,1,1,1.01,5905.0,1.2,27467.937130713468,0.23004747009344104
HAT-P-24 b,14.572,238.3725,0.04651,0.07,0.454,1.19,2,1,0.44,6373.0,1.32,21959.23601607009,0.21339714820108205
HAT-P-25 b,12.722,180.84527,0.0466,0.023,1.0354396902316474,1.01,1,1,0.483,5519.0,0.92,15860.645617306449,0.278917120552583
HAT-P-26 b,7.062,22.2481,0.0479,0.12,1.4868360391805417,1.12,1,1,0.4,5079.0,0.87,14000.050253861224,0.2419595102609839
HAT-P-27 b,11.43,197.05,0.04,0.0,0.746891291445067,0.92,2,1,0.76,5316.0,0.86,15942.767564359658,0.2735128220966342
HAT-P-28 b,13.585,198.953,0.0434,0.051,0.053,1.03,1,1,0.44,5680.0,1.1,18495.212509215457,0.2645290369841068
HAT-P-29 b,13.115,279.6904,0.0667,0.09,0.272,1.45,2,1,0.79,6087.0,1.3,17380.872474850927,0.18216255635046522
HAT-P-3 b,10.536,206.5895,0.03866,0.0,0.746891291445067,0.92,2,1,0.855,5185.0,0.86,15817.08955878327,0.27425908108752
HAT-P-30 b,16.141,263.7989,0.0419,0.04,0.312,1.55,2,1,0.309,6304.0,1.31,22798.399153383427,0.18661020717104637
HAT-P-31 b,12.218,721.4741,0.061,0.25,0.433,1.31,1,1,2.18,6065.0,1.39,18725.473143731026,0.20842364168195684
HAT-P-32 b,22.194,216.1244,0.03397,0.159,0.338,1.13,2,1,0.108,6001.0,1.37,24648.792514294342,0.19097658925028596
HAT-P-33 b,20.737,292.4036,0.04995,0.0,0.659,1.38,2,1,0.2,6446.0,1.64,23889.33117662566,0.21919663482828305
HAT-P-34 b,13.417,1058.3739,0.06774,0.432,0.6,1.39,1,1,2.5,6442.0,1.53,19801.739911199595,0.1903655402640303
HAT-P-35 b,14.93,335.62848,0.04978,0.02,0.383,1.24,3,1,0.55,6096.0,1.44,21205.976237235223,0.21897896862279617
HAT-P-36 b,14.314,587.41341,0.0241,0.063,0.022,1.03,1,1,1.175,5620.0,1.04,23878.331441766404,0.2596108223436795
HAT-P-37 b,13.204,371.528,0.0379,0.058,0.7756937995160011,0.93,1,1,0.89,5500.0,0.88,17141.306983331095,0.2738558832858278
HAT-P-38 b,9.247,84.857,0.0523,0.067,0.6650664244684812,0.89,1,1,0.59,5330.0,0.92,14458.718100732154,0.27234076683714736
HAT-P-39 b,17.609,190.372,0.0509,0.0,0.676,1.4,2,1,0.19,6424.0,1.76,24432.19506932113,0.217327478245631
HAT-P-4 b,14.28,213.255,0.04438,0.0,0.431,0.56,2,1,0.403,5860.0,1.62,22899.235659420036,0.2612890439840632
HAT-P-40 b,17.038,152.5584,0.0608,0.0,0.778,1.03,1,1,0.15,6080.0,1.94,22213.25318922774,0.28631035507808344
HAT-P-41 b,22.978,378.2177,0.04258,0.0,0.628,2.56,2,1,0.204,6390.0,2.05,28677.049918344328,0.1900931737629604
HAT-P-42 b,14.348,331.801,0.0575,0.0,0.296,1.18,1,1,0.61,5743.0,1.41,18393.90598706145,0.2716323246436629
HAT-P-43 b,13.63,210.395,0.0444,0.21,0.06,1.03,1,1,0.39,5693.0,1.08,18160.219299144832,0.22175123198635996
HAT-P-44 b,13.922,111.871,0.0507,0.044,0.8052810653384567,0.94,1,2,0.23,5295.0,0.95,14824.610773306216,0.28082680362615153
HAT-P-44 c,13.0,1271.3,1.752,0.494,0.8052810653384567,0.94,1,2,3.18,5295.0,0.95,2521.8556745970513,0.26246166717893427
HAT-P-45 b,15.984,283.492,0.0452,0.049,0.4,1.26,1,1,0.38,6330.0,1.32,22124.8823698419,0.23707295344785653
HAT-P-46 b,14.392,156.684,0.0577,0.123,0.391,1.28,1,1,0.28,6120.0,1.4,19497.864393775737,0.2109407746770715
HAT-P-49 b,17.822,699.226,0.04378,0.0,0.879,1.54,1,1,0.75,6820.0,1.87,28828.816345723466,0.23464996758711404
HAT-P-5 b,13.563,311.4734,0.04073,0.0,0.187,1.04,1,1,0.642,5960.0,1.12,20214.247470895203,0.28720849361633427
HAT-P-50 b,14.437,429.0705,0.0453,0.115,0.631,1.27,1,1,0.78,6280.0,1.7,24882.52881034445,0.217306395039136
HAT-P-51 b,13.507,97.57332,0.05042,0.07,0.866860702828407,0.96,1,1,0.218,5453.0,0.99,15628.280105824628,0.26362649461580806
HAT-P-52 b,11.31,259.98494,0.03694,0.047,0.6650664244684812,0.89,1,1,0.98,5131.0,0.89,16289.512399684958,0.28131543648656476
HAT-P-53 b,14.773,471.65972,0.03159,0.134,0.217,1.09,1,1,0.8,5956.0,1.21,23841.41752678218,0.23167905064308614
HAT-P-54 b,10.581,241.5508,0.04117,0.074,0.22140975341264896,0.65,1,1,1.118,4390.0,0.62,11018.676778303017,0.2705568643943813
HAT-P-55 b,14.841,189.42573,0.04628,0.17,0.097,1.03,1,1,0.318,5804.0,1.1,18301.49566778688,0.229209293025575
HAT-P-56 b,16.926,734.1873,0.0423,0.29,0.553,1.3,1,1,0.75,6566.0,1.43,24692.111284229417,0.18014507438575483
HAT-P-57 b,19.504,448.1403,0.0406,0.0,0.806,2.77,3,1,0.332,6330.0,1.85,27636.69270494453,0.18055678641177897
HAT-P-58 b,14.93,118.23217,0.04994,0.073,0.456,1.03,1,1,0.194,6078.0,1.53,21759.13638470769,0.25567797070721615
HAT-P-59 b,12.588,489.45575,0.05064,0.03,0.054,1.01,1,1,1.347,5678.0,1.1,17116.083418569277,0.2856931120010859
HAT-P-6 b,16.589,419.5356,0.05239,0.0,0.553,1.79,1,1,0.558,6570.0,1.62,23629.699013284273,0.22388421566220368
HAT-P-60 b,18.282,182.43351,0.06277,0.25,0.809,1.44,1,1,0.164,6212.0,2.2,23786.26403142236,0.1681330896155367
HAT-P-61 b,10.077,335.94463,0.0301,0.113,1.0,1.0,1,1,1.8,5587.0,0.94,20193.8377496332,0.26103009132176624
HAT-P-62 b,12.027,241.86742,0.03772,0.101,0.091,1.02,1,1,0.77,5629.0,1.17,20276.72679854913,0.25037480414348084
HAT-P-63 b,12.543,195.14664,0.04294,0.069,0.7756937995160011,0.93,1,1,0.54,5400.0,0.97,16600.00118634348,0.2673450854498565
HAT-P-64 b,19.089,184.34048,0.05387,0.101,0.668,1.3,1,1,0.144,6457.0,1.74,23735.120173800613,0.2136930741264595
HAT-P-65 b,18.058,176.07694,0.04042,0.304,0.473,1.3,1,1,0.164,5872.0,1.67,24412.128092125597,0.17375307153476252
HAT-P-66 b,17.822,248.86089,0.04363,0.09,0.615,1.26,1,1,0.242,6002.0,1.88,25482.487590976707,0.22141085212493658
HAT-P-67 b,23.371,108.0622,0.06505,0.0,0.939,1.64,2,1,0.052,6406.0,2.55,25941.36869875568,0.20111572999707564
HAT-P-68 b,12.016,230.10892,0.02996,0.041,0.2592872696148425,0.68,1,1,0.727,4508.0,0.67,13788.274358094357,0.278382096027026
HAT-P-69 b,18.786,1137.8314,0.06555,0.0,1.0,1.65,1,1,1.02,7394.0,1.93,25949.635677078288,0.23366423464558483
HAT-P-7 b,16.926,584.8072,0.03809,0.0,0.814,1.56,2,1,0.712,6389.0,2.0,29943.455152293554,0.20641723650244018
HAT-P-70 b,20.961,2154.8874,0.04739,0.0,1.223,1.89,1,1,1.54,8450.0,1.86,34239.65175339957,0.23366322350678279
HAT-P-8 b,15.693,406.8224,0.04496,0.0,0.519,1.27,3,1,0.568,6200.0,1.57,23696.70033708442,0.22442914552156484
HAT-P-9 b,15.614,238.05467,0.05287,0.084,0.418,1.28,1,1,0.342,6350.0,1.34,20676.688329039163,0.22257010945451064
HATS-1 b,14.594,589.55,0.0444,0.12,0.041,0.99,1,1,1.03,5870.0,1.04,18374.807501293963,0.25162498653500354
HATS-10 b,10.862,167.17858,0.04491,0.501,0.117,1.1,1,1,0.7,5880.0,1.1,18821.82162574298,0.18978002966089846
HATS-11 b,18.03,263.7989,0.0507,0.34,0.403,1.33,1,1,0.315,6563.0,1.54,23394.743997262158,0.1689520945924629
HATS-12 b,7.76,759.6137,0.0441,0.085,0.863,1.16,1,1,1.12,6357.0,1.17,21178.020274786086,0.24392605097606182
HATS-13 b,13.585,172.58169,0.04057,0.181,0.866860702828407,0.96,1,1,0.377,5523.0,0.89,16731.19862044774,0.23321014687752561
HATS-14 b,11.646,340.39593,0.03815,0.142,0.8988786596538656,0.97,1,1,1.191,5346.0,0.93,17071.931901653657,0.24883480076208775
HATS-15 b,12.386,689.6911,0.02712,0.126,0.6142107088596144,0.87,1,1,1.97,5311.0,0.92,20007.13417424977,0.2685186658550982
HATS-16 b,14.572,1039.3041,0.03744,0.0,0.173,0.97,1,1,1.86,5738.0,1.24,21358.117854623688,0.31040197983203677
HATS-17 b,8.709,425.25654,0.1308,0.029,0.093,1.13,1,1,3.5,5846.0,1.09,10915.099529127267,0.322894836748778
HATS-18 b,14.897,629.14449,0.0174,0.166,1.147140697227607,1.04,1,1,1.1169,5600.0,1.02,27731.47699120132,0.21615960078621915
HATS-2 b,12.576,435.42492,0.02317,0.29,0.6915901242788246,0.9,1,1,1.20684,5227.0,0.88,20834.84776141337,0.22098003028737823
HATS-22 b,10.682,870.8542,0.05025,0.079,0.3826904045279422,0.76,1,1,3.89,4803.0,0.69,11511.412352253896,0.3369904086753141
HATS-23 b,20.849,467.2101,0.03397,0.114,0.155,1.12,1,1,0.29,5780.0,1.2,22219.291171307224,0.22996515510068033
HATS-24 b,15.637,718.2958,0.0238,0.0,0.19,1.07,1,1,1.03,6125.0,1.12,27176.03780493242,0.27979239140395035
HATS-25 b,14.123,194.82979,0.05163,0.176,0.068,0.99,1,1,0.38,5715.0,1.11,17139.02742720534,0.23270266757227379
HATS-26 b,19.616,206.5895,0.04735,0.245,0.704,1.3,1,1,0.153,6071.0,2.04,25773.585341443126,0.18217274806848074
HATS-27 b,16.814,168.4499,0.0611,0.581,0.669,1.42,1,1,0.18,6438.0,1.74,22221.046262574946,0.14682392419161924
HATS-28 b,13.384,213.58176,0.04131,0.202,0.7756937995160011,0.93,1,1,0.48,5498.0,0.92,16781.491753879876,0.2322190332712063
HATS-29 b,14.022,207.54299,0.05475,0.158,0.029,1.03,1,1,0.411,5670.0,1.07,16212.216627627902,0.23309536776956385
HATS-3 b,15.48,340.382,0.0485,0.0,0.456,1.21,1,1,0.51,6351.0,1.4,22069.615833446656,0.26639045249242793
HATS-30 b,13.171,224.38798,0.04354,0.096,0.097,1.09,2,1,0.543,5943.0,1.06,18965.92211264302,0.21771806416242345
HATS-31 b,18.383,279.6904,0.0478,0.233,0.619,1.28,1,1,0.243,6050.0,1.87,24474.945972405923,0.18691326715256737
HATS-32 b,14.0,292.4036,0.04024,0.471,0.057,1.1,1,1,0.58,5700.0,1.1,19275.32566590269,0.18918727030799715
HATS-33 b,13.787,378.85336,0.03727,0.08,1.2262260227997774,1.06,1,1,0.79,5659.0,1.02,19147.83143628412,0.25277607305192734
HATS-34 b,16.029,299.07803,0.03166,0.108,0.866860702828407,0.96,1,1,0.4,5380.0,0.98,19359.73331137996,0.24887439411442983
HATS-35 b,16.41,388.38826,0.03199,0.306,0.465,1.32,1,1,0.484,6300.0,1.43,27243.378255424846,0.17057487951191935
HATS-36 b,12.92,1022.14128,0.0523,0.105,0.215,1.1,1,1,2.12,5950.0,1.1,17649.076113245872,0.26299514142702796
HATS-37 A b,6.793,31.46517,0.04913,0.0,0.5432221889406211,0.84,2,1,0.55,5326.0,0.88,14579.029954776732,0.28185743576571215
HATS-38 b,6.882,23.51942,0.05036,0.0,0.072,0.89,1,1,0.403,5732.0,1.1,17326.83244833403,0.30775159687870496
HATS-39 b,17.598,200.2329,0.06007,0.275,0.64,1.38,1,1,0.202,6572.0,1.62,22074.239906874354,0.1705346459042748
HATS-4 b,11.433,420.471,0.0362,0.013,1.0,1.0,1,1,1.55,5403.0,0.93,17712.573635235778,0.2955816015841597
HATS-40 b,17.71,505.3497,0.04997,0.312,0.903,1.56,1,1,0.49,6460.0,2.26,28099.04598312708,0.15293447914025182
HATS-41 b,14.908,3082.951,0.0583,0.38,0.653,1.5,1,1,5.1,6424.0,1.71,22502.39906078084,0.2418134317403812
HATS-42 b,15.693,597.5204,0.03689,0.229,0.425,1.27,1,1,0.83,6060.0,1.48,24826.109490289648,0.19174884128312747
HATS-43 b,13.227,82.95363,0.04944,0.173,0.5432221889406211,0.84,1,1,0.191,5099.0,0.81,13348.971398373698,0.24157873714422354
HATS-44 b,11.96,177.9848,0.03649,0.279,0.5898540685771015,0.86,1,1,0.56,5080.0,0.85,15857.902949234383,0.22410289024805968
HATS-45 b,14.415,222.481,0.05511,0.24,0.425,1.27,1,1,0.41,6450.0,1.32,20416.955720303577,0.1888494920541834
HATS-46 b,10.122,54.98459,0.05367,0.559,0.746891291445067,0.92,1,1,0.28,5495.0,0.85,14143.955267456548,0.2042535501354476
HATS-47 b,12.52,117.27927,0.04269,0.088,0.24618512557266742,0.67,1,1,0.331,4512.0,0.66,11474.598371813594,0.2600885676459294
HATS-48 A b,8.967,77.23269,0.03769,0.162,0.332376270499219,0.73,2,1,0.589,4546.0,0.72,12851.153855743127,0.2199833910595124
HATS-49 b,8.575,112.19399,0.04515,0.071,0.30158116914673233,0.71,1,1,0.986,4405.0,0.7,11218.261714814666,0.27430663173077474
HATS-5 b,10.223,75.323,0.0542,0.019,0.8052810653384567,0.94,1,1,0.39,5304.0,0.87,13744.312170721938,0.2875118880566436
HATS-50 b,12.666,123.9537,0.05046,0.516,0.143,1.17,1,1,0.33,5990.0,1.12,18252.473341380108,0.17819926368044442
HATS-51 b,15.805,244.09344,0.04639,0.33,0.31,1.19,1,1,0.34,5758.0,1.44,20749.146282712954,0.1866554758132708
HATS-52 b,15.491,711.9392,0.02498,0.246,0.068,1.11,1,1,1.06,6010.0,1.05,25201.849672081575,0.20567758147878734
HATS-53 b,15.02,189.10885,0.04753,0.33,0.045,0.96,1,1,0.303,5644.0,1.1,17561.392626421595,0.21216632946275849
HATS-54 b,11.377,239.32479,0.037,0.0,0.115,1.05,1,1,0.77,5621.0,1.23,20961.61746519421,0.2866620751031809
HATS-55 b,14.022,292.72143,0.05412,0.092,0.229,1.2,1,1,0.587,6214.0,1.13,18365.006604724935,0.23187149589491318
HATS-56 b,18.921,191.33366,0.06043,0.019,0.898,1.57,1,1,0.155,6536.0,2.2,25506.83653845863,0.2208227112400079
HATS-57 b,12.767,1000.21101,0.03493,0.028,1.1089967833248526,1.03,1,1,2.65,5587.0,0.96,18944.123104807677,0.3087130499299396
HATS-58 A b,12.274,327.3649,0.05798,0.168,0.689,1.46,2,1,0.96,7175.0,1.43,23046.78396149744,0.16217926470319455
HATS-59 b,12.621,256.17098,0.06112,0.129,1.147140697227607,1.04,1,2,0.7,5670.0,1.04,15127.514153284157,0.2477880533264579
HATS-59 c,12.3,4036.441,2.504,0.083,1.147140697227607,1.04,1,2,11.9,5670.0,1.04,2363.4263785507837,0.2537492087367362
HATS-6 b,11.187,101.38777,0.03623,0.0,0.13981764885710957,0.57,1,1,0.399,3724.0,0.57,9553.71860199628,0.2873295569492867
HATS-60 b,12.924,210.40346,0.04708,0.191,0.3,1.1,1,1,0.537,5688.0,1.46,20486.949678752815,0.21877345715393773
HATS-61 b,13.395,1080.622,0.07908,0.092,0.369,1.08,1,1,2.47,5542.0,1.66,16422.782730809744,0.2780985098681072
HATS-62 b,11.825,56.89157,0.04163,0.298,0.6915901242788246,0.9,1,1,0.076,5416.0,0.93,16556.801295503567,0.21946341935929717
HATS-63 b,13.529,305.1168,0.04026,0.136,0.012,0.93,1,1,0.67,5627.0,1.07,18762.531349331664,0.2478989464678032
HATS-64 b,18.82,305.1168,0.06562,0.151,0.867,1.56,1,1,0.245,6554.0,2.11,24037.48708142522,0.1781616277645393
HATS-65 b,16.825,260.93843,0.04497,0.062,0.377,1.26,2,1,0.3,6277.0,1.31,21912.19301963186,0.2062747387884086
HATS-66 b,15.816,1694.0339,0.04714,0.064,0.767,1.41,1,1,2.34,6626.0,1.84,26774.72790919399,0.24442962987957212
HATS-67 b,18.887,460.8535,0.03032,0.057,0.547,1.44,1,1,0.374,6594.0,1.44,29391.726826438495,0.20975503833819542
HATS-68 b,13.809,410.0007,0.05071,0.036,0.592,1.35,1,1,0.856,6147.0,1.75,23355.81057880243,0.23670011033675076
HATS-69 b,10.593,183.38791,0.03211,0.519,0.6650664244684812,0.89,1,1,0.46,5137.0,0.88,17393.631350918913,0.20351137193307778
HATS-7 b,6.311,38.1396,0.04012,0.17,0.5661952739834993,0.85,1,1,0.83,4985.0,0.82,14576.428908227044,0.24976117841798745
HATS-70 b,15.513,4100.007,0.03632,0.18,1.079,1.78,1,1,6.64,7930.0,1.88,36901.04832105251,0.24076019626956296
HATS-71 b,11.478,117.5971,0.03745,0.0,0.08235429999999999,0.49,1,1,0.42,3405.0,0.48,7884.448778060113,0.27868900534809526
HATS-72 b,8.097,39.85588,0.066517,0.013,0.332376270499219,0.73,1,1,0.411,4656.1,0.72,9907.90269331908,0.2975438422669065
HATS-74 A b,11.568,464.02947,0.02384,0.044,0.1673128805561604,0.6,2,1,1.64,3776.9,0.58,12049.134983371632,0.25526466378893475
HATS-75 b,9.909,156.05375,0.032742,0.064,0.1673128805561604,0.6,1,1,0.878,3790.4,0.58,10318.2477215358,0.26612700067226797
HATS-76 b,12.094,835.57088,0.02658,0.062,0.23356285451792205,0.66,1,1,2.58,4016.0,0.63,12645.791083970713,0.29976632438171014
