pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp
Kepler-1805 b,1.545,3.0,0.0699,0.0,0.14859287222313186,0.58,1,1,4.47,3867.0,0.55,7015.787739631435
Kepler-1806 b,2.356,6.15,0.0813,0.0,0.6392774017356785,0.88,1,1,2.59,5311.0,0.79,10707.89456924213
Kepler-1807 b,2.704,7.77,0.0988,0.0,0.603,1.09,1,1,2.16,6455.0,1.5,16267.578683081354
Kepler-1808 b,3.025,9.4,0.1467,0.0,0.4006060816669288,0.77,1,1,1.87,5530.0,0.89,8809.770397742142
Kepler-1809 b,1.513,2.9,0.04444,0.0,0.47829690000000014,0.81,1,1,4.6,4901.0,0.72,12759.199786355915
Kepler-181 b,1.27,2.15,0.04,0.0,0.47829690000000014,0.81,1,2,5.77,5333.0,0.75,14935.911509280462
Kepler-181 c,1.99,4.62,0.049,0.0,0.47829690000000014,0.81,1,2,3.22,5333.0,0.75,13494.714085728396
Kepler-1810 b,3.918,14.6,0.4137,0.0,0.746891291445067,0.92,1,1,1.33,5492.0,1.02,5577.600009498538
Kepler-1811 b,3.848,14.1,0.3462,0.0,0.154,0.95,1,1,1.36,5561.0,1.19,6668.410953061151
Kepler-1812 b,2.325,6.01,0.0765,0.0,0.28,1.16,1,1,2.63,6174.0,1.1,15142.2970754957
Kepler-1813 b,1.413,2.58,0.0364,0.0,0.47829690000000014,0.81,1,1,5.03,5167.0,0.79,15569.003903803317
Kepler-1814 b,2.37,6.21,0.03765,0.0,0.43822264873188616,0.79,1,2,2.56,4922.0,0.82,14856.809594728082
Kepler-1814 c,1.76,3.75,0.0133,0.0,0.43822264873188616,0.79,1,2,3.78,4922.0,0.82,24996.6740550404
Kepler-1815 b,2.749,7.99,0.0984,0.0,0.5898540685771015,0.86,1,1,2.11,5516.0,0.97,11201.394364541347
Kepler-1816 b,1.968,4.53,0.35647,0.0,0.43822264873188616,0.79,1,1,3.27,5051.0,0.71,4610.569383113584
Kepler-1817 b,2.273,5.79,0.2348,0.0,0.6392774017356785,0.88,1,1,2.71,5316.0,0.92,6805.959365253588
Kepler-1818 b,1.714,3.58,0.055,0.0,0.261,1.02,1,1,3.91,6047.0,1.13,17727.90263274647
Kepler-1819 b,3.904,14.5,0.1337,0.0,0.086,1.17,1,1,1.34,6090.0,1.07,11143.02205275716
Kepler-182 b,2.58,7.18,0.096,0.0,0.344,1.11,1,2,2.3,6250.0,1.15,13991.131329617572
Kepler-182 c,3.43,11.6,0.157,0.0,0.344,1.11,1,2,1.58,6250.0,1.15,10940.536603687478
Kepler-1820 b,3.119,9.9,0.1964,0.0,1.1862126380443982,1.05,1,1,1.79,5841.0,0.93,8220.863760554683
Kepler-1821 b,2.592,7.24,0.1244,0.0,0.8356657801380584,0.95,1,1,2.28,5475.0,0.88,9418.349048850892
Kepler-1822 b,2.648,7.5,0.1416,0.0,0.4191129782637613,0.78,1,1,2.22,5165.0,0.7,7427.578173691775
Kepler-1823 b,2.086,5.0,0.15332,0.0,0.287,1.07,1,1,3.03,6000.0,1.13,10535.389078474951
Kepler-1824 b,2.381,6.26,0.4267,0.0,0.171,1.14,1,1,2.55,6002.0,1.08,6175.982540430683
Kepler-1825 b,1.422,2.61,0.0187,0.0,0.5209227484918181,0.83,1,1,4.99,5123.0,0.85,22339.452628971256
Kepler-1826 b,1.475,2.78,0.0213,0.0,0.08235429999999999,0.49,1,1,4.76,3821.0,0.49,11853.450437936524
Kepler-1827 b,1.856,4.1,0.04647,0.0,0.187,0.92,1,1,3.52,5423.0,1.4,19252.041900226162
Kepler-1828 b,2.116,5.13,0.0924,0.0,1.0,1.0,1,1,2.98,5806.0,0.9,11719.84351006416
Kepler-1829 b,2.479,6.71,0.0559,0.0,0.6142107088596144,0.87,1,1,2.42,5230.0,0.78,12635.795786624725
Kepler-183 b,2.06,4.9,0.064,0.0,0.026,0.99,1,2,3.08,5888.0,0.96,14749.352089906637
Kepler-183 c,2.27,35.7,0.103,0.0,0.026,0.99,1,2,16.8,5888.0,0.96,11626.374758510972
Kepler-1830 b,3.33,11.1,0.31769,0.0,0.631,1.44,1,1,1.65,6160.0,2.05,10120.812579720508
Kepler-1831 b,1.97,4.54,0.0655,0.0,1.4868360391805417,1.12,1,1,3.26,6063.0,1.01,15398.808471134887
Kepler-1832 b,1.227,2.02,0.037,0.0,0.2592872696148425,0.68,1,1,6.01,5242.0,0.72,14956.222415390233
Kepler-1833 b,1.3,2.24,0.07545,0.0,0.437,1.29,1,1,5.6,6164.0,1.45,17477.387740448365
Kepler-1834 b,1.459,2.73,0.04911,0.0,0.4006060816669288,0.77,1,2,4.83,4821.0,0.79,12506.195754431856
Kepler-1834 c,1.22,1.98,0.015,0.0,0.4006060816669288,0.77,1,2,5.99,4821.0,0.79,22628.9581770904
Kepler-1835 b,3.534,12.2,0.0997,0.0,0.078,0.92,1,1,1.52,5903.0,0.96,11847.325829776868
Kepler-1836 b,2.553,7.05,0.0602,0.0,0.016,1.05,1,1,2.33,6123.0,0.99,16059.91059614764
Kepler-1837 b,2.067,4.92,0.065,0.0,1.1862126380443982,1.05,1,1,3.06,5966.0,0.96,14829.335793429036
Kepler-1838 b,1.66,3.4,0.11082,0.0,0.537,1.19,1,1,4.08,5877.0,1.96,15985.792288133043
Kepler-1839 b,1.949,4.46,0.0583,0.0,0.192,1.03,1,1,3.31,5926.0,0.94,15390.43194164337
Kepler-184 b,2.36,6.17,0.092,0.0,0.6142107088596144,0.87,1,3,2.58,5788.0,0.87,11512.078629753221
Kepler-184 c,1.97,8.8,0.141,0.0,0.6142107088596144,0.87,1,3,6.32,5788.0,0.87,9299.039759296249
Kepler-184 d,2.49,6.76,0.179,0.0,0.6142107088596144,0.87,1,3,2.41,5788.0,0.87,8253.176738220061
Kepler-1840 b,2.778,8.13,0.46206,0.0,0.4006060816669288,0.77,1,1,2.08,4898.0,0.8,4168.445229776135
Kepler-1841 b,1.489,2.82,0.1606,0.0,0.499284959284455,0.82,1,1,4.69,5190.0,0.9,7946.490239035791
Kepler-1842 b,2.354,6.14,0.116,0.0,1.2262260227997774,1.06,1,1,2.59,5970.0,1.13,12051.582286989636
Kepler-1843 b,2.709,7.8,0.17871,0.0,0.394,1.02,1,1,2.16,5422.0,1.78,11067.629165964467
Kepler-1844 b,3.036,9.46,0.0478,0.0,0.226,0.94,1,1,1.86,5776.0,0.85,15753.686955978257
Kepler-1845 b,2.438,6.52,0.0885,0.0,0.2728800698583353,0.69,1,1,2.47,4703.0,0.7,8554.839688235143
Kepler-1846 b,1.764,3.76,0.11054,0.0,0.43822264873188616,0.79,1,1,3.77,4825.0,0.73,8019.707520075902
Kepler-1847 b,2.745,7.97,0.0989,0.0,0.099,1.04,1,1,2.12,6122.0,0.96,12336.452990606338
Kepler-1848 b,1.409,2.57,0.05835,0.0,0.3826904045279422,0.76,1,1,5.05,4847.0,0.74,11164.20908868843
Kepler-1849 b,2.387,6.29,0.2597,0.0,0.30158116914673233,0.71,1,1,2.54,4806.0,0.73,5211.571901420864
Kepler-185 b,1.17,1.71,0.026,0.0,0.3826904045279422,0.76,1,2,5.87,5208.0,0.81,18801.23263661797
Kepler-185 c,2.02,4.74,0.139,0.0,0.3826904045279422,0.76,1,2,3.16,5208.0,0.81,8131.405085808382
Kepler-1850 b,0.729,0.313,0.0206,0.0,0.1772778281686968,0.61,1,1,4.44,4239.0,0.6,14796.702558071807
Kepler-1851 b,3.9,14.5,0.1016,0.0,0.06,0.97,1,1,1.34,5982.0,0.88,11386.766184914608
Kepler-1852 b,1.886,4.22,0.0762,0.0,0.7756937995160011,0.93,1,1,3.46,5237.0,0.83,11179.017772315974
Kepler-1853 b,1.519,2.92,0.2395,0.0,0.4006060816669288,0.77,1,1,4.58,4821.0,0.79,5663.141725892739
Kepler-1854 b,2.587,7.21,0.20894,0.0,0.457946721791957,0.8,1,1,2.29,5026.0,0.76,6199.804534076748
Kepler-1855 b,1.216,1.96,0.0115,0.0,0.03704470362669946,0.39,1,1,5.99,3460.0,0.36,12520.969025070674
Kepler-1856 b,1.734,3.66,0.0215,0.0,0.4191129782637613,0.78,1,1,3.85,4948.0,0.82,19764.093480866253
Kepler-1857 b,1.961,4.5,0.08308,0.0,0.205,0.87,1,1,3.28,6074.0,1.01,13697.671375181362
Kepler-1858 b,2.422,6.44,0.3575,0.0,0.43822264873188616,0.79,1,1,2.49,4939.0,0.82,4838.017572461253
Kepler-1859 b,1.583,3.13,0.0394,0.0,0.154,1.09,1,2,4.33,5887.0,1.24,21360.73930027368
Kepler-1859 c,1.66,3.39,0.0473,0.0,0.154,1.09,1,2,4.07,5887.0,1.24,19495.47496047255
Kepler-186 b,1.07,1.24,0.0343,0.0,0.07662038516426291,0.48,1,5,5.56,3788.0,0.47,9069.249535696938
Kepler-186 c,1.25,2.1,0.0451,0.0,0.07662038516426291,0.48,1,5,5.91,3788.0,0.47,7909.1559798277485
Kepler-186 d,1.4,2.54,0.0781,0.0,0.07662038516426291,0.48,1,5,5.09,3788.0,0.47,6010.2549462494635
Kepler-186 e,1.27,2.15,0.11,0.0,0.07662038516426291,0.48,1,5,5.77,3788.0,0.47,5064.330835207201
Kepler-186 f,1.17,1.71,0.432,0.04,0.11571193585728314,0.54,1,5,5.87,3755.0,0.52,2664.5829947719767
Kepler-1860 b,1.139,1.55,0.10625,0.0,0.6142107088596144,0.87,1,1,5.77,5420.0,0.87,10031.224628780532
Kepler-1861 b,2.207,5.5,0.24082,0.0,0.3,1.16,1,1,2.81,5855.0,1.37,9032.342952605086
Kepler-1862 b,2.203,5.49,0.1199,0.0,0.6915901242788246,0.9,1,1,2.82,5644.0,0.81,9488.103972797213
Kepler-1863 b,2.263,5.74,0.23678,0.0,0.41,1.1,1,1,2.72,5871.0,0.98,7725.242521484616
Kepler-1864 b,0.754,0.353,0.049,0.0,0.03,1.03,1,1,4.52,5854.0,0.98,16932.739540270686
Kepler-1865 b,1.577,3.11,0.0344,0.0,0.5661952739834993,0.85,1,1,4.36,5420.0,0.87,17629.46787137012
Kepler-1866 b,2.082,4.99,0.1016,0.0,0.144,1.03,1,1,3.04,5791.0,1.08,12211.755513240842
Kepler-1867 b,1.16,1.65,0.0872,0.0,0.219,0.91,1,1,5.81,5693.0,0.82,11291.441262907389
Kepler-1868 b,3.15,10.1,0.62348,0.0,0.34858686540120815,0.74,1,1,1.78,4658.0,0.69,3169.3651515487877
Kepler-1869 b,1.12,1.46,0.07976,0.0,0.9654353152371162,0.99,1,2,5.72,5808.0,0.9,12618.705418214096
Kepler-1869 c,0.74,0.33,0.028,0.0,0.9654353152371162,0.99,1,2,4.47,5808.0,0.9,21297.486857264288
Kepler-187 b,1.41,2.57,0.059,0.0,0.493,1.08,1,2,5.04,6105.0,1.29,18463.49995913452
Kepler-187 c,2.67,7.61,0.099,0.0,0.493,1.08,1,2,2.2,6105.0,1.29,14253.530136449475
Kepler-1870 b,2.101,5.07,0.0452,0.0,0.866860702828407,0.96,1,1,3.0,5508.0,0.84,15357.618299975276
Kepler-1871 b,2.422,6.44,0.0308,0.0,0.003,1.02,1,1,2.49,5741.0,0.95,20622.129199969637
Kepler-1872 b,2.384,6.28,0.0465,0.0,0.7188609179509692,0.91,1,1,2.55,5223.0,0.89,14779.10262607974
Kepler-1873 b,1.626,3.28,0.0128,0.0,0.6915901242788246,0.9,1,1,4.19,5151.0,0.79,26173.368689510055
Kepler-1874 b,2.211,5.52,0.2633,0.0,0.3826904045279422,0.76,1,1,2.81,4701.0,0.78,5233.251844069579
Kepler-1875 b,3.227,10.5,0.2039,0.0,0.407,0.95,1,1,1.72,6161.0,0.86,8183.730774987747
Kepler-1876 b,0.853,2.4,0.0758,0.098,0.429,1.19,1,1,19.0,6104.0,1.48,17444.972613703543
Kepler-1877 b,0.624,0.179,0.03472,0.0,1.0717675436629344,1.02,1,1,4.05,5615.0,0.94,18896.58569450251
Kepler-1878 b,2.92,8.86,0.0521,0.0,0.187,0.96,1,1,1.96,5918.0,0.86,15551.233309022069
Kepler-1879 b,2.065,4.92,0.0957,0.0,0.384,1.02,1,1,3.07,5865.0,1.39,14457.025926446497
Kepler-188 b,1.68,3.46,0.032,0.0,0.034,1.02,1,2,4.01,6021.0,1.14,23243.716827027587
Kepler-188 c,3.19,10.3,0.066,0.0,0.034,1.02,1,2,1.74,6021.0,1.14,16184.846963787893
Kepler-1880 b,2.117,5.13,0.054,0.0,0.10139387074808813,0.52,1,1,2.97,4380.0,0.53,8875.129067872847
Kepler-1881 b,2.981,9.17,0.53325,0.0,0.47829690000000014,0.81,1,1,1.9,5135.0,0.87,4242.229448018504
Kepler-1882 b,1.487,2.81,0.11636,0.0,0.237,1.07,1,1,4.7,5691.0,1.46,13038.35103190611
Kepler-1883 b,3.251,10.6,0.4438,0.0,1.3520499697927923,1.09,1,1,1.7,6208.0,1.02,6087.201209076293
Kepler-1884 b,1.814,3.95,0.0845,0.0,0.277,0.99,1,1,3.64,5984.0,0.91,12701.161512775507
Kepler-1885 b,1.511,2.89,0.036,0.0,0.9317325438379406,0.98,1,1,4.6,5591.0,0.86,17674.493607774435
Kepler-1886 b,2.582,7.18,0.16,0.0,0.7756937995160011,0.93,1,1,2.29,5745.0,0.84,8513.912782450665
Kepler-1887 b,2.925,8.88,0.1421,0.0,0.866860702828407,0.96,1,1,1.95,5749.0,0.86,9147.533475680739
Kepler-1888 b,1.326,2.32,0.0956,0.0,0.374,0.9,1,1,5.47,5557.0,1.25,12996.486778789807
Kepler-1889 b,2.944,8.98,0.2082,0.0,0.22,0.86,1,1,1.93,5646.0,0.82,7247.144981150811
Kepler-189 b,1.21,1.92,0.088,0.0,0.457946721791957,0.8,1,2,5.96,5235.0,0.75,9884.745538280597
Kepler-189 c,2.38,22.7,0.137,0.0,0.457946721791957,0.8,1,2,9.25,5235.0,0.75,7922.213573734437
Kepler-1890 b,0.869,0.587,0.05712,0.0,0.267,1.02,1,1,4.92,6046.0,1.4,19359.653208010528
Kepler-1891 b,1.521,2.93,0.0473,0.0,0.6142107088596144,0.87,1,1,4.57,5516.0,0.83,14944.873574456167
Kepler-1892 b,1.837,4.03,0.0633,0.0,0.5661952739834993,0.85,1,1,3.57,5383.0,0.76,12063.930681826674
Kepler-1893 b,1.706,3.55,0.0504,0.0,0.16,0.97,1,1,3.93,5633.0,1.16,17478.855410928118
Kepler-1894 b,1.201,1.87,0.0385,0.0,1.0,1.0,1,2,5.93,5772.0,0.9,18049.97998045584
Kepler-1894 c,1.21,1.92,0.0576,0.0,1.0,1.0,1,2,5.96,5772.0,0.9,14756.924237415433
Kepler-1895 b,2.119,5.14,0.0615,0.0,0.5898540685771015,0.86,1,1,2.97,5076.0,0.76,11541.183969428432
Kepler-1896 b,3.099,9.8,0.2529,0.0,0.174,1.07,1,1,1.81,6122.0,1.0,7873.692009711522
Kepler-1897 b,2.814,8.32,0.1546,0.0,0.5898540685771015,0.86,1,1,2.05,5165.0,0.76,7406.821684838258
Kepler-1898 b,0.934,0.76,0.05063,0.0,0.5432221889406211,0.84,1,1,5.13,5702.0,1.12,17345.697681233873
Kepler-1899 b,1.551,3.02,0.0457,0.0,0.3826904045279422,0.76,1,1,4.45,4791.0,0.74,12469.339308188024
Kepler-19 b,2.209,6.1,0.0846,0.41,0.8052810653384567,0.94,1,3,3.1,5541.0,0.86,11426.460072992913
Kepler-19 c,3.68,13.1,0.176574,0.21,0.8052810653384567,0.94,1,3,1.44,5544.0,0.86,7913.49954476788
Kepler-19 d,5.06,22.5,0.10091,0.05,0.8052810653384567,0.94,1,3,0.954,5544.0,0.86,
Kepler-190 b,1.56,3.05,0.03,0.0,0.5209227484918181,0.83,1,2,4.41,5106.0,0.8,17053.93835395455
Kepler-190 c,1.46,2.73,0.045,0.0,0.5209227484918181,0.83,1,2,4.82,5106.0,0.8,13924.4823573561
Kepler-1900 b,1.623,3.27,0.042,0.0,0.22,1.1,1,1,4.2,6173.0,1.04,19867.710064974726
Kepler-1901 b,1.474,2.77,0.0453,0.0,1.0717675436629344,1.02,1,1,4.75,5696.0,0.92,16602.531215872797
Kepler-1902 b,1.176,1.74,0.0385,0.0,0.10139387074808813,0.52,1,1,5.88,3729.0,0.51,8778.223191197141
Kepler-1903 b,2.286,5.85,0.1321,0.0,0.292,1.05,1,1,2.69,6347.0,1.0,11294.749455582509
Kepler-1904 b,1.39,2.51,0.0436,0.0,0.10838409199864159,0.53,1,1,5.13,3805.0,0.5,8334.046721221128
Kepler-1905 b,1.446,2.69,0.0451,0.0,1.147140697227607,1.04,1,1,4.89,5788.0,1.02,17803.27292148906
Kepler-1906 b,2.776,8.13,0.0738,0.0,0.242,0.99,1,1,2.09,5868.0,0.89,13180.03124324809
Kepler-1907 b,0.87,0.589,0.05444,0.0,0.36535446722156006,0.75,1,2,4.92,5159.0,0.8,12791.190744944843
Kepler-1907 c,1.155,1.63,0.10371,0.0,0.36535446722156006,0.75,1,2,5.81,5159.0,0.8,9267.43857973838
Kepler-1909 b,1.092,1.33,0.0306,0.0,0.23356285451792205,0.66,1,1,5.61,4935.0,0.69,15156.9040487296
Kepler-191 b,1.34,2.36,0.087,0.0,0.5898540685771015,0.86,1,3,5.39,5282.0,0.79,10294.65574645106
Kepler-191 c,1.86,4.12,0.128,0.0,0.5898540685771015,0.86,1,3,3.52,5282.0,0.79,8487.239739014363
Kepler-191 d,2.28,5.82,0.06104,0.0,0.5432221889406211,0.84,1,3,2.7,5215.0,0.8,12211.009129961234
Kepler-1910 b,1.184,1.78,0.0536,0.0,0.20971520000000002,0.64,1,1,5.89,4234.0,0.64,9462.76288915124
Kepler-1911 b,1.011,1.01,0.0636,0.0,0.8356657801380584,0.95,1,1,5.37,5721.0,0.97,14450.696146081424
Kepler-1912 b,1.357,2.41,0.06489,0.0,0.9317325438379406,0.98,1,1,5.3,5734.0,0.96,14264.742297192286
Kepler-1913 b,1.519,2.92,0.1209,0.0,1.7324093384849115,1.17,1,1,4.58,6214.0,1.08,12012.391787785718
Kepler-1914 b,2.943,8.97,0.1954,0.0,0.077,1.05,1,1,1.93,5982.0,0.96,8575.891102997182
Kepler-1915 b,3.218,10.4,0.114,0.0,0.061,1.03,1,1,1.71,6020.0,1.06,11872.891810490171
Kepler-1916 b,2.618,7.35,0.2053,0.0,0.214,1.18,1,1,2.25,6246.0,1.09,9308.512072811813
Kepler-1917 b,1.89,4.23,0.103,0.0,0.6392774017356785,0.88,1,1,3.44,5530.0,0.79,9905.572404051894
Kepler-1918 b,2.298,5.89,0.2524,0.0,0.8988786596538656,0.97,1,1,2.67,5889.0,0.92,7271.940300838237
Kepler-1919 b,2.624,7.38,0.2107,0.0,0.6142107088596144,0.87,1,1,2.24,5513.0,0.82,7034.320680442458
Kepler-192 b,2.74,7.95,0.09,0.0,1.1089967833248526,1.03,1,3,2.12,5479.0,1.01,11871.353701390703
Kepler-192 c,2.79,8.2,0.15,0.0,1.1089967833248526,1.03,1,3,2.07,5479.0,1.01,9195.511036484793
Kepler-192 d,1.02,1.04,0.0686,0.0,0.8052810653384567,0.94,1,3,5.39,5487.0,0.94,13137.004277288568
Kepler-1920 b,2.954,9.03,0.2043,0.0,0.1,1.24,1,1,1.92,6277.0,1.16,9674.00822104961
Kepler-1921 b,2.895,8.72,0.15865,0.0,0.806,1.25,1,2,1.98,6120.0,2.0,14054.192375926094
Kepler-1921 c,1.41,2.57,0.0454,0.0,0.806,1.25,1,2,5.04,6120.0,2.0,26272.29462208516
Kepler-1922 b,2.291,5.86,0.1077,0.0,0.152,0.95,1,1,2.68,5931.0,0.86,10839.988218260143
Kepler-1923 b,1.96,4.5,0.2846,0.0,0.257,1.11,1,1,3.29,5881.0,1.29,8098.192552105016
Kepler-1924 b,2.654,7.53,0.1216,0.0,0.452,1.02,1,1,2.21,5726.0,1.29,12062.544361831064
Kepler-1925 b,3.002,9.28,0.2588,0.0,0.365,1.06,1,1,1.89,5856.0,1.09,7773.05415036167
Kepler-1926 b,2.315,5.97,0.2197,0.0,0.4006060816669288,0.77,1,1,2.64,5256.0,0.83,6607.526087263555
Kepler-1927 b,3.406,11.5,0.38733,0.0,0.774,1.41,1,1,1.6,6056.0,2.48,9911.30067058407
Kepler-1928 b,1.992,4.63,0.194,0.43,1.0354396902316474,1.01,1,1,3.22,5720.0,0.92,8056.540408165458
Kepler-1929 b,3.073,9.65,0.30883,0.0,0.593,1.01,1,1,1.83,5786.0,1.47,8164.636762807082
Kepler-193 b,2.39,6.3,0.106,0.0,0.1,1.05,1,2,2.54,6335.0,1.15,13495.908306967754
Kepler-193 c,2.75,8.0,0.286,0.0,0.1,1.05,1,2,2.11,6335.0,1.15,8216.219535692886
Kepler-1930 b,1.53,2.95,0.10233,0.0,0.5432221889406211,0.84,1,1,4.53,5083.0,0.84,9419.281535562843
Kepler-1931 b,2.653,7.53,0.23329,0.0,0.474,1.17,1,1,2.22,6167.0,1.22,9121.480087248525
Kepler-1932 b,1.515,2.91,0.0123,0.0,0.7188609179509692,0.91,1,1,4.6,5278.0,0.82,27872.97135853255
Kepler-1933 b,1.18,1.76,0.05605,0.0,0.866860702828407,0.96,1,1,5.89,5661.0,1.01,15542.667110549055
Kepler-1934 b,0.913,0.702,0.02466,0.0,0.108,0.97,1,1,5.07,5925.0,1.04,24886.739413929565
Kepler-1935 b,2.503,6.82,0.0463,0.0,0.164,0.85,1,1,2.39,5570.0,0.9,15883.472906490695
Kepler-1936 b,3.166,10.2,0.52662,0.0,0.456,1.42,1,1,1.77,6501.0,1.85,7880.9190759928915
Kepler-1937 b,3.023,9.39,0.0915,0.0,0.209,1.19,1,1,1.87,6457.0,1.2,15124.129055129244
Kepler-1938 b,1.828,4.0,0.0938,0.0,0.22140975341264896,0.65,1,1,3.6,4522.0,0.66,7758.193704763399
Kepler-1939 b,1.165,1.68,0.0334,0.0,0.22140975341264896,0.65,1,1,5.84,4353.0,0.6,11933.025566894345
Kepler-194 b,1.51,2.89,0.032,0.0,0.043,0.94,1,3,4.61,6089.0,1.03,22343.392227577722
Kepler-194 c,2.59,7.22,0.131,0.0,0.043,0.94,1,3,2.28,6089.0,1.03,11043.03505393946
Kepler-194 d,2.4,6.35,0.275,0.0,0.043,0.94,1,3,2.52,6089.0,1.03,7621.803565974317
Kepler-1940 b,1.547,3.01,0.0525,0.0,0.457946721791957,0.8,1,1,4.46,5431.0,0.72,13008.460766985088
Kepler-1941 b,2.65,7.51,0.2054,0.0,0.436,1.18,1,1,2.22,6404.0,1.14,9758.05005304004
Kepler-1942 b,2.117,5.13,0.0516,0.0,0.5661952739834993,0.85,1,1,2.97,5834.0,0.8,14857.51165589756
Kepler-1943 b,1.549,3.02,0.05975,0.0,0.445,1.06,1,1,4.47,6032.0,0.97,15719.464865454927
Kepler-1944 b,2.76,8.05,0.0918,0.0,1.2262260227997774,1.06,1,1,2.1,5585.0,0.97,11742.138973850584
Kepler-1945 b,1.289,2.21,0.0597,0.0,0.4006060816669288,0.77,1,1,5.67,4991.0,0.8,11816.936722505185
Kepler-1946 b,2.488,6.75,0.0394,0.0,0.6650664244684812,0.89,1,1,2.41,5505.0,0.87,16731.24854933096
Kepler-1947 b,1.01,1.01,0.07375,0.0,0.111,0.98,1,1,5.38,6040.0,1.69,18700.739939420204
Kepler-1948 b,1.033,1.09,0.1022,0.0,0.15775460325515067,0.59,1,1,5.44,3872.0,0.56,5862.237731435021
Kepler-1949 b,2.22,5.56,0.0352,0.0,0.713,1.19,1,1,2.79,6028.0,1.45,25023.34854722625
Kepler-195 b,2.03,4.78,0.077,0.0,0.6142107088596144,0.87,1,2,3.14,5329.0,0.78,10970.013730914361
Kepler-195 c,1.55,3.02,0.197,0.0,0.6142107088596144,0.87,1,2,4.46,5329.0,0.78,6858.346464501498
Kepler-1950 b,1.527,2.95,0.0871,0.0,0.3826904045279422,0.76,1,1,4.55,5455.0,0.85,11021.853963570817
Kepler-1951 b,2.321,6.0,0.1435,0.0,0.501,0.92,1,1,2.64,5468.0,1.31,10685.570533580198
Kepler-1952 b,1.239,2.07,0.1724,0.0,0.291,0.92,1,1,5.98,5973.0,1.31,10649.250525304895
Kepler-1953 b,1.286,2.2,0.0607,0.0,0.43822264873188616,0.79,1,1,5.69,4858.0,0.71,10746.124095456284
Kepler-1954 b,1.802,3.9,0.0625,0.0,0.045,0.94,1,1,3.66,5840.0,0.85,13929.701610821816
Kepler-1955 b,1.167,1.69,0.11959,0.0,0.23,1.05,1,1,5.85,5825.0,1.29,12373.793501513215
Kepler-1956 b,1.089,1.32,0.0563,0.0,0.24618512557266742,0.67,1,1,5.61,4391.0,0.68,9870.137622137707
Kepler-1957 b,0.944,0.79,0.0299,0.0,0.34858686540120815,0.74,1,1,5.16,4904.0,0.77,16096.065924159564
Kepler-1958 b,2.051,4.86,0.0856,0.0,0.866860702828407,0.96,1,1,3.09,5749.0,0.86,11785.938324149545
Kepler-1959 b,1.143,1.57,0.0617,0.0,0.4006060816669288,0.77,1,1,5.78,5071.0,0.81,11883.737501090622
Kepler-196 b,1.9,4.27,0.138,0.0,0.5432221889406211,0.84,1,3,3.42,5128.0,0.78,7885.246727102251
Kepler-196 c,2.24,5.65,0.24,0.0,0.5432221889406211,0.84,1,3,2.76,5128.0,0.78,5979.284377723153
Kepler-196 d,2.661,7.56,0.4545,0.0,0.47829690000000014,0.81,1,3,2.21,5132.0,0.77,4320.406180516567
Kepler-1960 b,1.307,2.26,0.0354,0.0,0.271,1.12,1,1,5.56,6371.0,1.07,22654.65094370829
Kepler-1961 b,1.619,3.25,0.0588,0.0,0.6142107088596144,0.87,1,1,4.21,5401.0,0.78,12723.082045485065
Kepler-1962 b,1.215,1.95,0.0783,0.0,1.0,1.0,1,1,5.98,5700.0,1.01,13240.798415750676
Kepler-1963 b,0.744,0.337,0.02915,0.0,0.746891291445067,0.92,1,1,4.49,5726.0,0.98,21473.587892842464
Kepler-1964 b,1.781,3.83,0.0322,0.0,0.36535446722156006,0.75,1,1,3.73,4803.0,0.7,14484.155642440857
Kepler-1965 b,1.354,2.4,0.22971,0.0,0.7756937995160011,0.93,1,1,5.31,5852.0,0.84,7237.915719581312
Kepler-1966 b,1.105,1.39,0.0763,0.0,0.457946721791957,0.8,1,1,5.66,5009.0,0.84,10749.491432869401
Kepler-1967 b,0.73,0.315,0.06686,0.0,1.0,1.0,1,1,4.45,4970.0,1.81,16725.226281808587
Kepler-1968 b,1.5,2.86,0.0696,0.0,0.5432221889406211,0.84,1,1,4.66,5008.0,0.79,10912.713618946349
Kepler-1969 b,1.682,3.47,0.0717,0.0,1.440888667766775,1.11,1,1,4.01,6046.0,1.01,14676.711725686451
Kepler-197 b,1.02,1.04,0.06,0.02,0.222,0.86,2,4,5.39,6004.0,1.12,16777.744709840095
Kepler-197 c,1.23,5.3,0.09,0.08,0.222,0.86,2,4,15.7,6004.0,1.12,13698.97119126268
Kepler-197 d,1.22,1.98,0.119,0.03,0.222,0.86,2,4,5.99,6004.0,1.12,11913.40007239713
Kepler-197 e,0.91,0.693,0.164,0.38,0.222,0.86,2,4,5.05,6004.0,1.12,10148.159466945177
Kepler-1972 b,0.802,2.02,0.08006,0.067,0.294,1.12,1,2,22.2,5818.0,1.38,15623.019664245021
Kepler-1972 c,0.868,2.11,0.10493,0.043,0.294,1.12,1,2,18.4,5818.0,1.38,13646.552045165177
Kepler-1976 b,12.21,1820.3168610000005,0.0565,0.0,0.041,0.98,1,1,5.51,5712.0,1.08,16152.33691396345
Kepler-1977 b,1.66,3.39,0.0486,0.0,0.4006060816669288,0.77,1,1,4.07,4805.0,0.69,11710.065247018389
